Product_ID,Catagories,Product_Type,Product_Description,headings,Industries_WeldingProcess,Elements,Values
"Stoody,131-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 131 is recommended for parts where a low coefficient of friction and minimum cross checking are desirable. Deposits provide excellent bearing surfaces on friction type guides and cement mill gudgeons. It can be applied to carbon, low alloy, and manganese steels.",Features,"Deposits are not machinable or forgeable. It is generally limited to 2 passes, although multiple layers can be applied with proper procedure (fast travel and preheat control).","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,W,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","37-45 HRC,1.0 %,2.0 %,40.0 %,BAL %,1/16 in.,1.6 mm,
175-225 A
,
1/2-1 in.,13-25 mm
,
24-26 V
,7/64 in.,2.8 mm,
250-350 A
,
3/4-1 1/4 in.,19-32 mm
,
24-28 V
"
"Stoody,121-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 121 offers uniformly dispersed chromium carbides in a semi-austenitic matrix.  Recommended for applications where abrasion is severe and impact is only moderate, Stoody 121 typically cross checks when applied and can be deposited on carbon, low alloy and manganese steels.  Superior performance on a wide variety of heavy equipment and earth engaging tools.",Features,"Semi-austenitic matrix with uniformly dispersed chromium carbides,Recommended for applications with severe abrasion and only moderate impact,Typically cross checks upon application and not machinable,Can be applied to carbon, low alloy and manganese steels","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","40-51 HRC,4.0 %,3.0 %,15.0 %,BAL %,1/16 in.,1.6 mm,
205-255 A
,
1/2-1 in.,13-25 mm
,
24-28 V
,3/32 in.,2.4 mm,
250-350 A
,
3/4-1 1/4 in.,19-32 mm
,
24-28 V
,7/64 in.,2.8 mm,
300-400 A
,
3/4-1 1/4 in.,19-32 mm
,
24-28 V
"
"Stoody,120-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,Stoody 120 deposit is a high manganese alloy for applications involving wear and severe impact.,Features,"Deposits are austenitic whether applied to carbon steel or manganese steel.,Stoody® 120 deposits work harden, are non-magnetic, are are machinable with carbide tools, and can be flame cut.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,Mn,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","18-55 HRC,0.5 %,20.0 %,1.0 %,3.0 %,BAL %,1/16 in.,1.6 mm,
150-250 A
,
1/2-1 in.,13-25 mm
,
23-27 V
"
"Stoody,117-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 117 deposit consists of uniformly dispersed chromium carbides in a semi-austenitic matrix that provides a deposit with good impact, abrasion, and anti-galling properties. It develops a light crosschecking patter which allows this material to be applied in multiple layers without difficulty.",Features,"It is frequently used as both a build-up and hardfacing alloy on carbon, low alloy, and manganese steels.,Weldability is very good and deposits are not machinable.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","38-60 HRC,4.5 %,2.0 %,10.0 %,BAL %,7/64 in.,2.8 mm,
300-600 A
,
1 1/4-1 1/2 in.,32-38 mm
,
31-35 V
"
"Stoody,111-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 111-O is an open arc wire that produces a austenitic chromium manganese steel deposit containing alloy carbides. Stoody 111-O deposit is used in the rebuilding of manganese steel parts subject to severe impact loading combined with abrasion. The abrasion resistance of Stoody 111-O deposit is 5-6 times superior to that of an austenitic manganese deposit as measured in the G65 test. This material offers good toughness and wear resistance, and is sometimes used as the final hardfacing layer in extreme impact situations. It can be used on carbon and manganese steels.",,,"Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,Mn,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","30-49 HRC,1.0 %,15.5 %,2.0 %,12.5 %,BAL %,7/64 in.,2.8 mm,
300-400 A
,
1-1 1/2 in.,25-38 mm
,
26-27 V
"
"Stoody,102-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,Stoody 102 deposit has a composition and physical properties that are similar to those of H-12 tool steel. Weldability is very good and the wire can be applied out-of-position. Stoody 102 requires carbide tools for machining. It is good for hot wear applications up to 1100F.,Features,Multiple layers can be applied without difficulty when proper preheat and interpass temperatures are maintained.,"Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","48-53 HRC,6.0 %,0.5 %,8.0 %,BAL %,1/16 in.,1.6 mm,
225-275 A
,
1/2-1 in.,13-25 mm
,
25-27 V
"
"Stoody,101HWP-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,Stoody 101HWP is a chromium carbide alloy designed to generate primary carbides in the first layer.  101HWP exhibits superior wear in both single and double layer overlays in one or two layer wear plates.  The alloy is optimized for superior weldability for weave and stringer bead deposits on plate.,Features,"Formulation developed to exhibit superior wear resistance in both single and double layer overlays in one or two layer wear plates.,Optimized for superior weldability for weave and stringer bead deposits on plate.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","58-62 HRC,2.5 %,6.7 %,29.0 %,BAL %,1/8 in.,3.2 mm,
450-650 A
,
1 1/4-1 1/2 in.,32-38 mm
,
29-33 V
,7/64 in.,2.8 mm,
400-600 A
,
1 1/4-1 1/2 in.,32-38 mm
,
28-32 V
"
"Stoody,100HC-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 100HC deposit is a high chromium-iron alloy recommended for application subject to severe abrasion and moderate impact and heat. It develops a very tight (3/8 - 1/2 inch) cross checking pattern and is frequently used in crushing applications. It is generally limited to two layers.  In the rebuilding of coal pulverizer rolls, however, multiple layers can be applied using specific welding procedures.  It can be applied using specific welding procedures. It can be applied to carbon, low alloy, and manganese steels.",Features,Deposits are not machinable or forgeable and can be used in hot wear applications up to 900F,"Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","51-62 HRC,4.0 %,4.5 %,25.0 %,BAL %,3/32 in.,2.4 mm,
200-350 A
,
1 1/4-1 1/2 in.,32-38 mm
,
25-28 V
,1/8 in.,3.2 mm,
400-550 A
,
1 1/4-1 1/2 in.,32-38 mm
,
31-34 V
,7/64 in.,2.8 mm,
200-400 A
,
1 1/4-1 1/2 in.,32-38 mm
,
25-31 V
"
"Stoody,105-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,"Stoody 105-O deposit is a low alloy steel developed for rebuilding carbon and low alloy steel parts used on applications involving metal to metal wear. Multiple layer crack free deposits can be obtained. When more than three layers are required, an under base of Stoody 104 is recommended. Stoody 105-O requires carbide tools for machining along with rigid well-powered equipment. It is good for hot wear applications up to 600° F.",,,"Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","4.0 %,0.5 %,3.0 %,BAL %,3/32 in.,2.4 mm,
200-350 A
,
3/4-1 1/4 in.,19-32 mm
,
24-28 V
"
"Stoody,100XHC-O",Self Shielded Flux Cored Wires (FCAW),Hardfacing Alloys,Stoody 100XHC is a high chromium-iron alloy ideal for applications subject to severe abrasion and moderate impact and heat.  The alloy develops a very tight cross checking pattern and if frequently used in crushing applications including hot wear processes up to 900°F.,Features,"Recommended for applications subject to severe abrasion, moderate impact and heat,Develops very tight cross checking pattern and is frequently used in crushing applications,Can be used in hot wear applications up to 900°F","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage","51-66 HRC,5.0 %,5.5 %,24.0 %,BAL %,7/64 in.,2.8 mm,
225-375 A
,
3/4-1 1/4 in.,19-32 mm
,
24-28 V
"
"CORESHIELD,8-NI1,H5",Self Shielded Flux Cored Wires (FCAW),Mild Steel Wires,"Coreshield 8-Ni1 H5 is a self-shielded flux cored wire designed to produce welds with low diffusible hydrogen and robust mechanical properties. It is welder friendly and has excellent all-position welding operability. Using DCEN polarity, it produces nice weld beads by either up-hill or down-hill welding to suit for a wider range of WPS requirements. Coreshield 8-Ni1 H5 is especially suited for making root passes or handling poor fit-up, and it features a diffusible hydrogen content lower than 5.0 ml/100g. Coreshield 8-Ni1 H5 can be ideally used in critical steel applications, such as offshore TKY joints, pipe structures, bridges, storage tanks and other applications where cold-cracking resistance is preferred.","Industries,Welding Process","Offshore Oil,Bridge Construction,Mobile Equipment,Civil Construction,Industrial and General Fabrication,Ship/Barge Building,Welding-FCAW - Flux Core Arc Welding","Typical Tensile Properties,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,Mo,Cu,S,C,Nb,V,Si,Ni,Al,Cr,Deposition Data,Diameter,Current,Deposition Rate,TTW Dist.,Voltage,Wire Feed Speed,Deposition Data,Full Range,Diameter,Current,Deposition Rate,TTW Dist.,Voltage,Wire Feed Speed,Classifications: ,Alloy Type: ,Diffusible Hydrogen: ,Welding Current: ","As Welded,30 %,78 ksi,65 ksi,As Welded,110 ft-lb,-20 °F,As Welded,108 ft-lb,-40 °F,0.008 %,1.4 %,0.01 %,0.04 %,0.008 %,0.02 %,0.003 %,0.008 %,0.35 %,1.00 %,0.75 %,0.04 %,5/64 in.,2.0 mm,
120 A
,
1.83 lb/h,0.83 kg/h
,
-
,
20 V
,
50 in./min,127 cm/min
,5/64 in.,2.0 mm,
170 A
,
3.04 lb/h,1.38 kg/h
,
-
,
21 V
,
75 in./min,190.5 cm/min
,5/64 in.,2.0 mm,
210 A
,
4.24 lb/h,1.92 kg/h
,
-
,
23 V
,
100 in./min,254 cm/min
,5/64 in.,2.0 mm,
250 A
,
5.19 lb/h,2.35 kg/h
,
-
,
24 V
,
125 in./min,317.5 cm/min
,5/64 in.,2.0 mm,
280 A
,
6.23 lb/h,2.83 kg/h
,
-
,
25 V
,
150 in./min,381 cm/min
,5/64 in.,2.0 mm,
120-280 A
,
-
,
3/4-1 in.,19-25.4 mm
,
20-25 V
,
50-150 in./min,127-381 cm/min
,ASME SFA 5.36; ASME SFA 5.29; AWS A5.36; E71T8-A4-Ni1; AWS A5.29; E71T8-Ni1-J,Low Alloy 1%Ni,<5 ml/100g,DC-"
"Coreshield,8",Self Shielded Flux Cored Wires (FCAW),Mild Steel Wires,"Coreshield 8 is a self-shielded flux cored wire designed to weld critical structural applications while maintaining excellent arc characteristics and high welder appeal using DCEN polarity. Coreshield 8 is tested and certified to meet the new AWS D designation requirements, making this self-shielded wire an excellent choice for demand critical welds when the AWS D1.8 Seismic Supplement is utilized",,,"Typical Tensile Properties,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,S,C,Si,Al,Deposition Data,Diameter,Current,Deposition Rate,Efficiency (%),Wire Feed Speed,Approvals: ,Classifications: ,Alloy Type: ,Welding Current: ","As Welded,24 %,82 ksi,67 ksi,As Welded,30 ft-lb,-20 °F,As Welded,65 ft-lb,40 °F,0.010 %,0.44 %,0.003 %,0.19 %,0.15 %,0.51 %,1/16 in.,1.6 mm,
155 A
,
4.16 lb/h,1.9 kg/h
,
78.6 %
,
150 in./min,381 cm/min
,1/16 in.,1.6 mm,
180 A
,
5.14 lb/h,2.3 kg/h
,
79.6 %
,
185 in./min,470 cm/min
,1/16 in.,1.6 mm,
205 A
,
6.60 lb/h,3.0 kg/h
,
78.2 %
,
240 in./min,610 cm/min
,1/16 in.,1.6 mm,
220 A
,
7.53 lb/h,3.4 kg/h
,
78.9 %
,
275 in./min,698 cm/min
,5/64 in.,2.0 mm,
150 A
,
3.96 lb/h,1.8 kg/h
,
80.6 %
,
90 in./min,229 cm/min
,5/64 in.,2.0 mm,
175 A
,
4.83 lb/h,2.2 kg/h
,
80.9 %
,
110 in./min,279 cm/min
,5/64 in.,2.0 mm,
200 A
,
5.93 lb/h,2.7 kg/h
,
80.4 %
,
135 in./min,343 cm/min
,0.072 in.,1.8 mm,
200 A
,
6.13 lb/h,2.8 kg/h
,
79.4 %
,
160 in./min,406 cm/min
,0.072 in.,1.8 mm,
225 A
,
7.32 lb/h,3.3 kg/h
,
80.3 %
,
190 in./min,483 cm/min
,DB; Seismic Certified ""D""; BV; LR; DNV-GL; ABS; CWB; CSA W48 E491T-8-H8,ASME SFA 5.36; ASME SFA 5.20; AWS A5.36; E71T8-A2-CS3-H8; AWS A5.20; E71T-8 JD-H8,C Mn,DC-"
"CORESHIELD,7",Self Shielded Flux Cored Wires (FCAW),Mild Steel Wires,Coreshield 7 flux cored wire is a self-shielded wire designed for single or multiple pass welding of mild steel when impact toughness is not a requirement. The high deposition rate can be successfully translated into fast travel speeds. The DCEN (electrode negative) operation is characterized by a spray-like transfer and a wetting slag which make it ideal for lap and step-up fillet welds. The crumbly slag is easily removed with light scraping; the weld bead is slightly convex. The smaller diameters can be applied vertically down on 10 gauge (3.5 mm) and thicker steels. Coreshield 7 is ideally suited for structural steel applications where no seismic requirements are specified.,"Industries,Welding Process","Mobile Equipment,Civil Construction,Bridge Construction,Welding-FCAW - Flux Core Arc Welding","Typical Tensile Properties,Condition,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Mn,S,C,Si,Al,Deposition Data,Diameter,Current,Deposition Rate,Efficiency (%),TTW Dist.,Voltage,Wire Feed Speed,Classifications: ","As Welded,26 %,90 ksi,67 ksi,0.50 %,0.007 %,0.26 %,0.14 %,1.60 %,1/16 in.,1.6 mm,
225 A
,
6.6 lb/h,3.0 kg/h
,
81 %
,
1 in.,25.4 mm
,
25 V
,
180 in./min,457 cm/min
,1/16 in.,1.6 mm,
320 A
,
10.8 lb/h,4.9 kg/h
,
80 %
,
1 in.,25.4 mm
,
28 V
,
300 in./min,762 cm/min
,1/16 in.,1.6 mm,
375 A
,
12.8 lb/h,5.8 kg/h
,
80 %
,
1 in.,25.4 mm
,
30 V
,
370 in./min,940 cm/min
,5/64 in.,2.0 mm,
275 A
,
7.2 lb/h,3.3 kg/h
,
80 %
,
1 in.,25.4 mm
,
26 V
,
145 in./min,368 cm/min
,5/64 in.,2.0 mm,
325 A
,
8.8 lb/h,4.0 kg/h
,
82 %
,
1 in.,25.4 mm
,
27 V
,
172 in./min,437 cm/min
,5/64 in.,2.0 mm,
375 A
,
11.2 lb/h,5.1 kg/h
,
84 %
,
1 in.,25.4 mm
,
28 V
,
220 in./min,558 cm/min
,3/32 in.,2.4 mm,
325 A
,
8.8 lb/h,4.0 kg/h
,
83 %
,
1.25 in.,31.75 mm
,
27 V
,
135 in./min,343 cm/min
,3/32 in.,2.4 mm,
350 A
,
10.7 lb/h,4.9 kg/h
,
84 %
,
1.25 in.,31.75 mm
,
29 V
,
175 in./min,445 cm/min
,3/32 in.,2.4 mm,
400 A
,
12.6 lb/h,5.7 kg/h
,
85 %
,
1.25 in.,31.75 mm
,
29 V
,
200 in./min,508 cm/min
,ASME SFA 5.20; ASME SFA 5.36; AWS A5.36; E70T7-Z-CS3; AWS A5.20; E70T-7"
"CORESHIELD,6",Self Shielded Flux Cored Wires (FCAW),Mild Steel Wires,"Coreshield 6 is a high productivity, high deposition gasless flux cored wire. This self-shielded wire is ideal for single or multiple pass weld applications in addition to providing high deposition rates, low spatter, and good penetration. Because of its stiffer weld puddle, Coreshield 6 offers exceptional multi-pass weld stacking characteristics, produces excellent bead appearance and X-ray quality weld deposits. Coreshield 6 is run DCEP (electrode positive).","Industries,Welding Process","Ship/Barge Building,Bridge Construction,Civil Construction,Welding-FCAW - Flux Core Arc Welding","Typical Tensile Properties,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,S,C,Si,Ni,Al,Deposition Data,Diameter,Current,Deposition Rate,Efficiency (%),Electrical Stickout,TTW Dist.,Voltage,Wire Feed Speed,Deposition Data,Full Range,Diameter,Current,Deposition Rate,Efficiency (%),Electrical Stickout,TTW Dist.,Voltage,Wire Feed Speed,Approvals: ,Classifications: ","As Welded,26 %,85 ksi,67 ksi,As Welded,31 ft-lb,-20 °F,0.013 %,1.26 %,0.005 %,0.08 %,0.13 %,0.40 %,0.60 %,3/32 in.,2.4 mm,
530 A
,
19.0 lb/h,8.5 kg/h
,
81.8 %
,
1 in.,25.4 mm
,
-
,
26 V
,
300 in./min,762 cm/min
,3/32 in.,2.4 mm,
615 A
,
25.8 lb/h,11.6 kg/h
,
81.8 %
,
1 in.,25.4 mm
,
-
,
29 V
,
400 in./min,1016 cm/min
,5/64 in.,2.0 mm,
275 A
,
6.2 lb/h,2.8 kg/h
,
78.1 %
,
1 in.,25.4 mm
,
-
,
23 V
,
150 in./min,381 cm/min
,5/64 in.,2.0 mm,
300 A
,
7.4 lb/h,3.4 kg/h
,
78.8 %
,
1 in.,25.4 mm
,
-
,
23 V
,
180 in./min,457 cm/min
,5/64 in.,2.0 mm,
325 A
,
8.3 lb/h,3.8 kg/h
,
79.6 %
,
1 in.,25.4 mm
,
-
,
23.5 V
,
200 in./min,508 cm/min
,5/64 in.,2.0 mm,
350 A
,
10.0 lb/h,4.5 kg/h
,
80.1 %
,
1 in.,25.4 mm
,
-
,
24 V
,
240 in./min,610 cm/min
,5/64 in.,2.0 mm,
380 A
,
11.7 lb/h,5.3 kg/h
,
80.1 %
,
1 in.,25.4 mm
,
-
,
24.5 V
,
280 in./min,711 cm/min
,5/64 in.,2.0 mm,
390 A
,
12.5 lb/h,5.7 kg/h
,
80.3 %
,
1 in.,25.4 mm
,
-
,
25 V
,
300 in./min,762 cm/min
,3/32 in.,2.4 mm,
265 A
,
6.1 lb/h,2.9 kg/h
,
78.7 %
,
1 in.,25.4 mm
,
-
,
22 V
,
100 in./min,254 cm/min
,3/32 in.,2.4 mm,
365 A
,
9.3 lb/h,4.2 kg/h
,
79.8 %
,
1 in.,25.4 mm
,
-
,
23 V
,
150 in./min,381 cm/min
,3/32 in.,2.4 mm,
415 A
,
12.5 lb/h,5.6 kg/h
,
80.9 %
,
1 in.,25.4 mm
,
-
,
23 V
,
200 in./min,508 cm/min
,5/64 in.,2.0 mm,
275-390 A
,
-
,
-
,
-
,
1 in.,25.4 mm
,
23-25 V
,
150-300 in./min,381-762 cm/min
,3/32 in.,2.4 mm,
265-615 A
,
-
,
-
,
-
,
1.5 in.,38 mm
,
22-27 V
,
100-400 in./min,254-1016 cm/min
,Seismic Certified ""D"",5/64 in. (2.0 mm) - AWS A5.36; E70T6-A2-CS3-D H8; 5/64 in. (2.0 mm) - AWS A5.20; E70T-6-D H8; ASME SFA 5.36; ASME SFA 5.20; 3/32 in. (2.4 mm) - AWS A5.36; E70T6-A2-CS3; 3/32 in. (2.4 mm) - AWS A5.20; E70T-6"
